100100,100560
10101,100001
10102,100002
10201,100004
10202,100005
10203,100006
10204,100007
102100,100561
103101,100562
103102,100563
103103,100564
103104,100565
103105,100566
103106,100567
103107,100568
103108,100569
103200,100573
103201,100571
103202,100572
104100,100574
104400,100575
105100,100576
106100,100577
107100,100578
10901,100009
110000,100579
11101,100011
11102,100012
111100,100580
111200,100581
11201,100014
112100,100582
112200,100583
11301,100016
11302,100017
11303,100018
11304,100019
114100,100584
114200,100585
115100,100587
115101,100586
115200,100588
115300,100592
115301,100589
115302,100590
115800,100593
116100,100594
116200,100595
116300,100596
116400,100597
117300,100598
117400,100599
117500,100600
117600,100601
117700,100602
118100,100604
120000,100605
12101,100021
121100,100606
121200,100607
121300,100609
121301,100608
121400,100610
12200,100023
122100,100611
122200,100612
122300,100613
122400,100614
12300,100024
123000,100617
123001,100615
123002,100616
123100,100619
123101,100618
123300,100620
123400,100621
123500,100622
123701,100623
12401,100025
12402,100026
12410,100028
124101,100624
124200,100628
124201,100626
124301,100629
124400,100633
124401,100631
124402,100632
12501,100029
12502,100030
12503,100031
125100,100634
125400,100635
125500,100636
126400,100638
126401,100637
126600,100643
126601,100639
126603,100641
126604,100642
126700,100644
126705,100645
127500,100648
127501,100647
128100,100649
128200,100650
128401,100651
128402,100652
128403,100653
128800,100655
129100,100656
13101,100033
13102,100034
13103,100035
13104,100036
13105,100037
13106,100038
13110,100040
131100,100658
13201,100041
13202,100042
132100,100659
132200,100660
132300,100661
132400,100662
136400,100663
136500,100666
136501,100664
136502,100665
136600,100667
137100,100668
137200,100669
138100,100670
140000,100671
14101,100044
141100,100673
141101,100672
14201,100046
142101,100674
142300,100676
142600,100677
143101,100678
143300,100680
144100,100684
144101,100681
144102,100682
144103,100683
145100,100686
145101,100685
145300,100686
146100,100690
146101,100688
146102,100689
147100,100691
147300,100693
147301,100692
147400,100697
147401,100694
147402,100695
147403,100696
150100,100699
15101,100048
15102,100049
15104,100051
15201,100052
15202,100053
15203,100054
15204,100055
152100,100700
152200,100701
15301,100057
15302,100058
15304,100060
15305,100061
15306,100062
15307,100063
15308,100064
15309,100065
15310,100066
15311,100067
15401,100069
15402,100070
15403,100071
15404,100072
15405,100073
15406,100074
15407,100075
15408,100076
15409,100077
154101,100702
154102,100703
154103,100704
15501,100079
155100,100706
160100,100708
160200,100709
16101,100081
16102,100082
161100,100710
16201,100084
162200,100711
162300,100712
16301,100086
163100,100713
16401,100088
164100,100714
164200,100715
165100,100716
165200,100717
166101,100718
168100,100722
168300,100725
168301,100724
168400,100731
168401,100726
168402,100727
168403,100728
168404,100729
168405,100730
169200,100737
169201,100733
169202,100734
169203,100735
169204,100736
17001,100090
17002,100091
17003,100092
17004,100093
17005,100094
17201,100096
17202,100097
17203,100098
17204,100099
17209,100102
17301,100103
17303,100105
17401,100106
17501,100108
17502,100109
17504,100111
17505,100112
17508,100113
17509,100114
17601,100115
17701,100118
17801,100121
17805,100124
180100,100738
180200,100739
180300,100740
18101,100125
181100,100743
181101,100741
181102,100742
18201,100127
182100,100744
182200,100745
182300,100746
182400,100748
182401,100747
182500,100749
183101,100750
183102,100751
183103,100752
183104,100753
184100,100754
185101,100755
185102,100756
186200,100759
186201,100758
187100,100766
187102,100761
187103,100762
187104,100763
187106,100765
187200,100767
19100,100129
191100,100769
19200,100130
192100,100770
194101,100771
194102,100772
194103,100773
199100,100775
200101,100777
20101,100131
20102,100132
20103,100133
20104,100134
20105,100135
20106,100136
20107,100137
20108,100138
20201,100140
20202,100141
20203,100142
20204,100143
202101,100778
202301,100779
202400,100780
20401,100145
204100,100782
204200,100783
20500,100147
205100,100786
205101,100784
205102,100785
20601,100148
20700,100150
207300,100789
207301,100788
207500,100791
207501,100790
209100,100792
209602,100794
210000,100796
210100,100797
210200,100798
210400,100799
210500,100800
210600,100801
210800,100802
210900,100803
21101,100151
21102,100152
21103,100153
21104,100154
211100,100804
211201,100805
211301,100806
21202,100157
21203,100158
21204,100159
21205,100160
21207,100162
21208,100163
21209,100164
21210,100165
212100,100807
21211,100166
21212,100167
21214,100169
212200,100808
213001,100809
213100,100817
213101,100810
213102,100811
213103,100812
213104,100813
213105,100814
213106,100815
213107,100816
213110,100818
213201,100819
214100,100820
215100,100824
215101,100821
215102,100822
215103,100823
216100,100825
217100,100827
217200,100828
218100,100829
218201,100830
218301,100831
218302,100832
218304,100834
218400,100837
218401,100836
218600,100840
218701,100841
218702,100842
218801,100844
218802,100845
218901,100846
218902,100847
218903,100848
218904,100849
220100,100853
22101,100171
221100,100854
221401,100855
221402,100856
22201,100175
22202,100176
222100,100859
222101,100857
222102,100858
22300,100178
223100,100860
223901,100861
223902,100862
223903,100863
224100,100864
224102,100865
224103,100866
224104,100867
224105,100868
224106,100869
224107,100870
224200,100872
224201,100871
225300,100873
226001,100874
226100,100875
226201,100876
226202,100877
226301,100878
226302,100879
226303,100880
226304,100881
226305,100882
226308,100884
226400,100886
226401,100885
227100,100888
227101,100887
230100,100892
230101,100890
230102,100891
230200,100895
230201,100893
230202,100894
231100,100896
231200,100897
231300,100900
231301,100898
231302,100899
231400,100901
231500,100902
23201,100179
232100,100906
232101,100903
232102,100904
232103,100905
232200,100907
232300,100908
232401,100909
232402,100910
23401,100181
23402,100182
234101,100914
234102,100915
234104,100917
234201,100919
234203,100921
234204,100922
234301,100923
234302,100924
234401,107497
235100,100926
236100,100928
236200,100929
236300,100930
237100,100932
237101,100931
237200,100933
237300,100939
237301,100934
237302,100935
237303,100936
237304,100937
237305,100938
237600,100945
237601,100943
237602,100944
237702,100947
237902,100951
240300,100953
240400,100954
24100,100185
241100,100958
241101,100955
241102,100956
241103,100957
241200,100959
24201,100186
24202,100187
242101,100960
242102,100961
242201,100963
24300,100189
243100,100978
243101,100969
243102,100970
243103,100971
243104,100972
243105,100973
243106,100974
243107,100975
243108,100976
243109,100977
243200,100981
243201,100979
243202,100980
243300,100984
243301,100982
243302,100983
243400,100985
243500,100987
243501,100986
244100,100996
244101,100988
244102,100989
244103,100990
244104,100991
244105,100992
244106,100993
244107,100994
244108,100995
245100,100997
247100,100999
247201,101000
247202,101001
247401,101003
247402,101004
248200,101007
248800,101009
249100,101010
25000,100190
250100,101011
250200,101015
250201,101012
250202,101013
250203,101014
251000,101016
251100,101017
252000,101018
252500,101022
252501,101019
252502,101020
252503,101021
252505,101023
253000,101024
253100,101025
